input_uni,institute_name,course_id,course_title,discipline,specialization,degree,study_level,course_title_short,language,duration,course_fee,currency,rating,course_slug,institute_slug
Edinburgh Napier University,Edinburgh Napier University,4596755,Bachelor of Accounting & Finance (Advanced Entry) (Hons),Business & Management,Accounting & Finance,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-accounting-finance-advanced-entry-hons-4596755,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596756,Bachelor of Accounting & Finance (Hons),Business & Management,Accounting & Finance,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-accounting-finance-hons-4596756,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596757,Bachelor of Business Management (Hons),Business & Management,Business Management,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-business-management-hons-4596757,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596758,Bachelor of Business Management with Placement Year (Hons),Business & Management,Business Management,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-business-management-with-placement-year-hons-4596758,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596759,Bachelor of Business Management with Study Abroad Year (Hons),Business & Management,Business Management,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-business-management-with-study-abroad-year-hons-4596759,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596760,Bachelor of Business Management,Business & Management,Business Management,Bachelors,Undergraduate,BA,,1 year,17520.0,GBP,3,bachelor-of-business-management-4596760,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596761,Bachelor of Accounting (Hons),Business & Management,Accounting,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-accounting-hons-4596761,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596762,Bachelor of Accounting in Corporate Finance (Hons),Business & Management,Accounting In Corporate Finance,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-accounting-in-corporate-finance-hons-4596762,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596763,Bachelor of Acting & English (Hons),Arts & Humanities,Acting & English,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-acting-english-hons-4596763,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596764,Bachelor of Acting & English (Hons),Arts & Humanities,Acting & English,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-acting-english-hons-4596764,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596765,Bachelor of Stage & Screen Acting (Hons),Arts & Humanities,Stage & Screen Acting,Bachelors,Undergraduate,BA (Hons),,2 year,17520.0,GBP,3,bachelor-of-stage-screen-acting-hons-4596765,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596766,Bachelor of Psychology (Hons),Social & Behavioural Science,Psychology,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-psychology-hons-4596766,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596767,Bachelor of Psychology with Placement Year (Hons),Social & Behavioural Science,Psychology,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-psychology-with-placement-year-hons-4596767,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596768,Bachelor of Psychology with Study Abroad (Hons),Social & Behavioural Science,Psychology,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-psychology-with-study-abroad-hons-4596768,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596769,Bachelor of Psychology (Hons),Social & Behavioural Science,Psychology,Bachelors,Undergraduate,BSc (Hons),,4 year,17520.0,GBP,3,bachelor-of-psychology-hons-4596769,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596770,Bachelor of Psychology with Placement Year (hons),Social & Behavioural Science,Psychology,Bachelors,Undergraduate,BSc (Hons),,5 year,17520.0,GBP,3,bachelor-of-psychology-with-placement-year-hons-4596770,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596771,Bachelor of Psychology with Study Abroad (hons),Social & Behavioural Science,Psychology,Bachelors,Undergraduate,BSc (Hons),,5 year,17520.0,GBP,3,bachelor-of-psychology-with-study-abroad-hons-4596771,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596772,Bachelor of Psychology with Study Abroad (Hons),Social & Behavioural Science,Psychology,Bachelors,Undergraduate,BSc (Hons),,5 year,17520.0,GBP,3,bachelor-of-psychology-with-study-abroad-hons-4596772,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596773,Bachelor of Business Management in Entrepreneurship (Hons),Business & Management,Business Management In Entrepreneurship,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-business-management-in-entrepreneurship-hons-4596773,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596774,Bachelor of Business Management in Entrepreneurship with Placement Year (Hons),Business & Management,Business Management In Entrepreneurship,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-business-management-in-entrepreneurship-with-placement-year-hons-4596774,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596775,Bachelor of Business Management in Entrepreneurship with Study Abroad (Hons),Business & Management,Business Management In Entrepreneurship,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-business-management-in-entrepreneurship-with-study-abroad-hons-4596775,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596776,Bachelor of Business Management in Human Resource Management (Hons),Business & Management,Business Management In Human Resource Management,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-business-management-in-human-resource-management-hons-4596776,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596777,Bachelor of Business Management in Human Resource Management with Placement Year (Hons),Business & Management,Business Management In Human Resource Management,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-business-management-in-human-resource-management-with-placement-year-hons-4596777,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596778,Bachelor of Business Management in Human Resource Management with Study Abroad (Hons),Business & Management,Business Management In Human Resource Management,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-business-management-in-human-resource-management-with-study-abroad-hons-4596778,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596779,Bachelor of Business Management in Marketing (Hons),Business & Management,Business Management In Marketing,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-business-management-in-marketing-hons-4596779,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596780,Bachelor of Business Management in Marketing with Placement Year (Hons),Business & Management,Business Management In Marketing,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-business-management-in-marketing-with-placement-year-hons-4596780,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596781,Bachelor of Business Management in Marketing (Hons) with Study Abroad,Business & Management,Business Management In Marketing,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-business-management-in-marketing-hons-with-study-abroad-4596781,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596782,Bachelor of Business Management in Marketing with Study Abroad (Hons),Business & Management,Business Management In Marketing,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-business-management-in-marketing-with-study-abroad-hons-4596782,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596783,Bachelor of Criminology (Hons),Law,Criminology,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-criminology-hons-4596783,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596784,Bachelor of Criminology with Placement Year (Hons),Law,Criminology,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-criminology-with-placement-year-hons-4596784,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596785,Bachelor of Criminology with Study Abroad (Hons),Law,Criminology,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-criminology-with-study-abroad-hons-4596785,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596786,Bachelor of Criminology (Hons),Law,Criminology,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-criminology-hons-4596786,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596787,Bachelor of Criminology with Placement Year (Hons),Law,Criminology,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-criminology-with-placement-year-hons-4596787,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596788,Bachelor of Criminology with Study Abroad (Hons),Law,Criminology,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-criminology-with-study-abroad-hons-4596788,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596789,Bachelor of English & Film (Hons),Arts & Humanities,English & Film,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-english-film-hons-4596789,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596790,Bachelor of English (Hons),Arts & Humanities,English,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-english-hons-4596790,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596791,Bachelor of Film (Hons),Arts & Humanities,Film,Bachelors,Undergraduate,BA (Hons),,4 year,20310.0,GBP,3,bachelor-of-film-hons-4596791,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596792,Bachelor of Financial Services (Hons),Business & Management,Financial Services,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-financial-services-hons-4596792,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596793,Bachelor of Financial Services with Placement Year (Hons),Business & Management,Financial Services,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-financial-services-with-placement-year-hons-4596793,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596794,Bachelor of Financial Services with Study Abroad (Hons),Business & Management,Financial Services,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-financial-services-with-study-abroad-hons-4596794,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596795,Bachelor of International Business Management (Hons),Business & Management,International Business Management,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-international-business-management-hons-4596795,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596796,Bachelor of International Business Management with Placement Year (Hons),Business & Management,International Business Management,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-international-business-management-with-placement-year-hons-4596796,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596797,Bachelor of International Business Management with Study Abroad (Hons),Business & Management,International Business Management,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-international-business-management-with-study-abroad-hons-4596797,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596798,Bachelor of International Festival & Event Management (Hons),Tourism & Hospitality,International Festival & Event Management,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-international-festival-event-management-hons-4596798,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596799,Bachelor of International Festival & Event Management with Placement Year (Hons),Tourism & Hospitality,International Festival & Event Management,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-international-festival-event-management-with-placement-year-hons-4596799,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596800,Bachelor of International Festival & Event Management with Study Abroad (Hons),Tourism & Hospitality,International Festival & Event Management,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-international-festival-event-management-with-study-abroad-hons-4596800,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596801,Bachelor of International Hospitality Management & Festival & Event (Hons),Tourism & Hospitality,International Hospitality Management & Festival & Event,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-international-hospitality-management-festival-event-hons-4596801,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596802,Bachelor of International Hospitality Management & Festival & Event with Placement Year (Hons),Tourism & Hospitality,International Hospitality Management & Festival & Event,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-international-hospitality-management-festival-event-with-placement-year-hons-4596802,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596803,Bachelor of International Hospitality Management & Festival & Event with Study Abroad (Hons),Tourism & Hospitality,International Hospitality Management & Festival & Event,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-international-hospitality-management-festival-event-with-study-abroad-hons-4596803,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596804,Bachelor of International Hospitality Management (Hons),Tourism & Hospitality,International Hospitality Management,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-international-hospitality-management-hons-4596804,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596805,Bachelor of International Hospitality Management with Placement Year (Hons),Tourism & Hospitality,International Hospitality Management,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-international-hospitality-management-with-placement-year-hons-4596805,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596806,Bachelor of International Hospitality Management with Study Abroad (Hons),Tourism & Hospitality,International Hospitality Management,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-international-hospitality-management-with-study-abroad-hons-4596806,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596807,Bachelor of International Tourism & Airline Management (Hons),Tourism & Hospitality,International Tourism & Airline Management,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-international-tourism-airline-management-hons-4596807,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596808,Bachelor of International Tourism & Airline Management with Placement Year (Hons),Tourism & Hospitality,International Tourism & Airline Management,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-international-tourism-airline-management-with-placement-year-hons-4596808,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596809,Bachelor of International Tourism & Airline Management with Study Abroad (Hons),Tourism & Hospitality,International Tourism & Airline Management,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-international-tourism-airline-management-with-study-abroad-hons-4596809,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596810,Bachelor of International Tourism Management (Hons),Tourism & Hospitality,International Tourism Management,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-international-tourism-management-hons-4596810,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596811,Bachelor of International Tourism Management with Placement Year (Hons),Tourism & Hospitality,International Tourism Management,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-international-tourism-management-with-placement-year-hons-4596811,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596812,Bachelor of International Tourism Management with Study Abroad (Hons),Tourism & Hospitality,International Tourism Management,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-international-tourism-management-with-study-abroad-hons-4596812,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596813,Bachelor of Journalism (Hons),Arts & Humanities,Journalism,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-journalism-hons-4596813,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596814,Bachelor of Journalism with Placement Year (Hons),Arts & Humanities,Journalism,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-journalism-with-placement-year-hons-4596814,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596815,Bachelor of Journalism with Study Abroad (Hons),Arts & Humanities,Journalism,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-journalism-with-study-abroad-hons-4596815,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596816,Bachelor of Journalism (Hons),Arts & Humanities,Journalism,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-journalism-hons-4596816,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596817,Bachelor of Journalism with Placement Year (Hons),Arts & Humanities,Journalism,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-journalism-with-placement-year-hons-4596817,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596818,Bachelor of Journalism with Study Abroad (Hons),Arts & Humanities,Journalism,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-journalism-with-study-abroad-hons-4596818,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596819,Bachelor of Marketing Management (Hons),Business & Management,Marketing Management,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-marketing-management-hons-4596819,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596820,Bachelor of Marketing Management with Placement Year (Hons),Business & Management,Marketing Management,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-marketing-management-with-placement-year-hons-4596820,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596821,Bachelor of Marketing Management with Study Abroad (Hons),Business & Management,Marketing Management,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-marketing-management-with-study-abroad-hons-4596821,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596822,Bachelor of Marketing in Digital Media (Hons),Business & Management,Marketing In Digital Media,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-marketing-in-digital-media-hons-4596822,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596823,Bachelor of Marketing in Digital Media with Placement Year (Hons),Business & Management,Marketing In Digital Media,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-marketing-in-digital-media-with-placement-year-hons-4596823,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596824,Bachelor of Marketing in Digital Media with Study Abroad (Hons),Business & Management,Marketing In Digital Media,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-marketing-in-digital-media-with-study-abroad-hons-4596824,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596825,Bachelor of Marketing in Digital Media (Hons),Business & Management,Marketing In Digital Media,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-marketing-in-digital-media-hons-4596825,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596826,Bachelor of Marketing in Digital Media with Placement Year (Hons),Business & Management,Marketing In Digital Media,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-marketing-in-digital-media-with-placement-year-hons-4596826,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596827,Bachelor of Marketing in Digital Media with Study Abroad (Hons),Business & Management,Marketing In Digital Media,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-marketing-in-digital-media-with-study-abroad-hons-4596827,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596828,"Bachelor of Mass Communications, Advertising & Public Relations (Hons)",Business & Management,"Mass Communications, Advertising & Public Relations",Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-mass-communications-advertising-public-relations-hons-4596828,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596829,Bachelor of Mass Communications (Hons),Arts & Humanities,Mass Communication,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-mass-communications-hons-4596829,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596830,Bachelor of Popular Music (Hons),Arts & Humanities,Popular Music,Bachelors,Undergraduate,BA (Hons),,4 year,20310.0,GBP,3,bachelor-of-popular-music-hons-4596830,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596831,Bachelor of Popular Music with Placement Year (Hons),Arts & Humanities,Popular Music,Bachelors,Undergraduate,BA (Hons),,5 year,20310.0,GBP,3,bachelor-of-popular-music-with-placement-year-hons-4596831,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596832,Bachelor of Popular Music with Study Abroad (Hons),Arts & Humanities,Popular Music,Bachelors,Undergraduate,BA (Hons),,5 year,20310.0,GBP,3,bachelor-of-popular-music-with-study-abroad-hons-4596832,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596833,Bachelor of Music (Hons),Arts & Humanities,Music,Bachelors,Undergraduate,BA (Hons),,4 year,20310.0,GBP,3,bachelor-of-music-hons-4596833,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596834,Bachelor of Photography (Hons),Arts & Humanities,Photography,Bachelors,Undergraduate,BA (Hons),,4 year,20310.0,GBP,3,bachelor-of-photography-hons-4596834,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596835,Bachelor of Photography (Hons),Arts & Humanities,Photography,Bachelors,Undergraduate,BA (Hons),,4 year,20310.0,GBP,3,bachelor-of-photography-hons-4596835,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596836,Bachelor of Psychology in Sociology (Hons),Social & Behavioural Science,Psychology In Sociology,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-psychology-in-sociology-hons-4596836,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596837,Bachelor of Psychology in Sociology with Placement Year (Hons),Social & Behavioural Science,Psychology In Sociology,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-psychology-in-sociology-with-placement-year-hons-4596837,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596838,Bachelor of Psychology in Sociology with Study Abroad (Hons),Social & Behavioural Science,Psychology In Sociology,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-psychology-in-sociology-with-study-abroad-hons-4596838,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596839,Bachelor of Psychology in Sociology (Hons),Social & Behavioural Science,Psychology In Sociology,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-psychology-in-sociology-hons-4596839,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596840,Bachelor of Psychology in Sociology with Placement Year (Hons),Social & Behavioural Science,Psychology In Sociology,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-psychology-in-sociology-with-placement-year-hons-4596840,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596841,Bachelor of Psychology in Sociology with Study Abroad (Hons),Social & Behavioural Science,Psychology In Sociology,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-psychology-in-sociology-with-study-abroad-hons-4596841,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596842,Bachelor of Social Sciences (Hons),Social & Behavioural Science,Social Sciences,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-social-sciences-hons-4596842,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596843,Bachelor of Social Sciences with Placement Year (Hons),Social & Behavioural Science,Social Sciences,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-social-sciences-with-placement-year-hons-4596843,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596844,Bachelor of Social Sciences with Study Abroad (Hons),Social & Behavioural Science,Social Sciences,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-social-sciences-with-study-abroad-hons-4596844,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596845,Bachelor of Social Sciences (Hons),Social & Behavioural Science,Social Sciences,Bachelors,Undergraduate,BA (Hons),,4 year,17520.0,GBP,3,bachelor-of-social-sciences-hons-4596845,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596846,Bachelor of Social Sciences with Placement Year (Hons),Social & Behavioural Science,Social Sciences,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-social-sciences-with-placement-year-hons-4596846,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596847,Bachelor of Social Sciences with Study Abroad (Hons),Social & Behavioural Science,Social Sciences,Bachelors,Undergraduate,BA (Hons),,5 year,17520.0,GBP,3,bachelor-of-social-sciences-with-study-abroad-hons-4596847,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596848,Bachelor of Television (Hons),Arts & Humanities,Television,Bachelors,Undergraduate,BA (Hons),,2 year,20310.0,GBP,3,bachelor-of-television-hons-4596848,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596849,Bachelor of Television with Placement Year (Hons),Arts & Humanities,Television,Bachelors,Undergraduate,BA (Hons),,3 year,20310.0,GBP,3,bachelor-of-television-with-placement-year-hons-4596849,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596850,Bachelor of Graphic Design (Hons),Arts & Humanities,Graphic Design,Bachelors,Undergraduate,BA (Hons),,4 year,20310.0,GBP,3,bachelor-of-graphic-design-hons-4596850,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596851,Bachelor of Graphic Design with Study Abroad (Hons),Arts & Humanities,Graphic Design,Bachelors,Undergraduate,BA (Hons),,5 year,20310.0,GBP,3,bachelor-of-graphic-design-with-study-abroad-hons-4596851,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596852,Bachelor of Interior & Spatial Design (Hons),Arts & Humanities,Interior & Spatial Design,Bachelors,Undergraduate,BA (Hons),,4 year,20310.0,GBP,3,bachelor-of-interior-spatial-design-hons-4596852,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596853,Bachelor of Interior & Spatial Design (Hons),Arts & Humanities,Interior & Spatial Design,Bachelors,Undergraduate,BSc (Hons),,4 year,20310.0,GBP,3,bachelor-of-interior-spatial-design-hons-4596853,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596854,Bachelor of Product Design (Hons),Arts & Humanities,Product Design,Bachelors,Undergraduate,BA (Hons),,4 year,20310.0,GBP,3,bachelor-of-product-design-hons-4596854,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596855,Bachelor of Product Design (Hons),Arts & Humanities,Product Design,Bachelors,Undergraduate,BSc (Hons),,4 year,20310.0,GBP,3,bachelor-of-product-design-hons-4596855,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596856,Bachelor of Electrical & Electronic Engineering,Engineering & Technology,Electrical & Electronic Engineering,Bachelors,Undergraduate,BEng,,4 year,20310.0,GBP,3,bachelor-of-electrical-electronic-engineering-4596856,edinburgh-napier-university
