input_uni,institute_name,course_id,course_title,discipline,specialization,degree,study_level,course_title_short,language,duration,course_fee,currency,rating,course_slug,institute_slug
University of Stirling,University of Stirling,4598728,Bachelor of Biology & Psychology with International Foundation (Hons),Social & Behavioural Science,Biology & Psychology,Bachelors,Undergraduate,BA (Hons),,4 year,20995.0,EURO,4,bachelor-of-biology-psychology-with-international-foundation-hons-4598728,university-of-stirling
University of Stirling,University of Stirling,4598729,Bachelor of Biology with International Foundation (Hons),Life Sciences,Biology,Bachelors,Undergraduate,BA (Hons),,4 year,20995.0,EURO,4,bachelor-of-biology-with-international-foundation-hons-4598729,university-of-stirling
University of Stirling,University of Stirling,4598730,Bachelor of Business Computing with International Foundation (Hons),Business & Management,Business Computing,Bachelors,Undergraduate,BA (Hons),,4 year,20995.0,EURO,4,bachelor-of-business-computing-with-international-foundation-hons-4598730,university-of-stirling
University of Stirling,University of Stirling,4598731,Bachelor of Business Computing with International Foundation (Hons),Computer & IT,Business Computing,Bachelors,Undergraduate,BSc (Hons),,4 year,20995.0,EURO,4,bachelor-of-business-computing-with-international-foundation-hons-4598731,university-of-stirling
University of Stirling,University of Stirling,4598732,Bachelor of Cell & Molecular Bioscience with International Foundation (Hons),Life Sciences,Cell & Molecular Bioscience,Bachelors,Undergraduate,BA (Hons),,4 year,20995.0,EURO,4,bachelor-of-cell-molecular-bioscience-with-international-foundation-hons-4598732,university-of-stirling
University of Stirling,University of Stirling,4598733,Bachelor of Computing Science & Mathematics with International Foundation (Hons),Computer & IT,Computing Science & Mathematics,Bachelors,Undergraduate,BSc (Hons),,4 year,20995.0,EURO,4,bachelor-of-computing-science-mathematics-with-international-foundation-hons-4598733,university-of-stirling
University of Stirling,University of Stirling,4598734,Bachelor of Computing Science & Mathematics with International Foundation (Hons),Physical Science & Math,Computing Science & Mathematics,Bachelors,Undergraduate,BA (Hons),,4 year,20995.0,EURO,4,bachelor-of-computing-science-mathematics-with-international-foundation-hons-4598734,university-of-stirling
University of Stirling,University of Stirling,4598735,Bachelor of Computing Science with International Foundation (Hons),Computer & IT,Computing Science,Bachelors,Undergraduate,BSc (Hons),,4 year,20995.0,EURO,4,bachelor-of-computing-science-with-international-foundation-hons-4598735,university-of-stirling
University of Stirling,University of Stirling,4598736,Bachelor of Data Science & AI with International Foundation (Hons),Computer & IT,Data Science & Ai,Bachelors,Undergraduate,BSc (Hons),,4 year,20995.0,EURO,4,bachelor-of-data-science-ai-with-international-foundation-hons-4598736,university-of-stirling
University of Stirling,University of Stirling,4598737,Bachelor of Ecology & Conservation with International Foundation (Hons),Life Sciences,Ecology & Conservation,Bachelors,Undergraduate,BA (Hons),,4 year,20995.0,EURO,4,bachelor-of-ecology-conservation-with-international-foundation-hons-4598737,university-of-stirling
University of Stirling,University of Stirling,4598738,Bachelor of Economics with International Foundation (Hons),Social & Behavioural Science,Economics,Bachelors,Undergraduate,BA (Hons),,4 year,20995.0,EURO,4,bachelor-of-economics-with-international-foundation-hons-4598738,university-of-stirling
University of Stirling,University of Stirling,4598739,Bachelor of Environmental Geography with International Foundation (Hons),Physical Science & Math,Environmental Geography,Bachelors,Undergraduate,BA (Hons),,4 year,20995.0,EURO,4,bachelor-of-environmental-geography-with-international-foundation-hons-4598739,university-of-stirling
University of Stirling,University of Stirling,4598740,Bachelor of Environmental Science with International Foundation (Hons),Physical Science & Math,Environmental Science,Bachelors,Undergraduate,BA (Hons),,4 year,20995.0,EURO,4,bachelor-of-environmental-science-with-international-foundation-hons-4598740,university-of-stirling
University of Stirling,University of Stirling,4598741,Bachelor of Journalism Studies with International Foundation (Hons),Social & Behavioural Science,Journalism Studies,Bachelors,Undergraduate,BA (Hons),,4 year,20995.0,EURO,4,bachelor-of-journalism-studies-with-international-foundation-hons-4598741,university-of-stirling
University of Stirling,University of Stirling,4598742,Bachelor of Management with International Foundation (Hons),Business & Management,Management,Bachelors,Undergraduate,BA (Hons),,4 year,20995.0,EURO,4,bachelor-of-management-with-international-foundation-hons-4598742,university-of-stirling
University of Stirling,University of Stirling,4598743,Bachelor of Mathematics with International Foundation (Hons),Physical Science & Math,Mathematics,Bachelors,Undergraduate,BA (Hons),,4 year,20995.0,EURO,4,bachelor-of-mathematics-with-international-foundation-hons-4598743,university-of-stirling
University of Stirling,University of Stirling,4598744,Bachelor of Software Engineering with International Foundation (Hons),Computer & IT,Software Engineering,Bachelors,Undergraduate,BSc (Hons),,4 year,20995.0,EURO,4,bachelor-of-software-engineering-with-international-foundation-hons-4598744,university-of-stirling
University of Stirling,University of Stirling,4598745,Bachelor of Software Engineering with International Foundation (Hons),Engineering & Technology,Software Engineering,Bachelors,Undergraduate,BEng (Hons),,4 year,20995.0,EURO,4,bachelor-of-software-engineering-with-international-foundation-hons-4598745,university-of-stirling
University of Stirling,University of Stirling,4598746,Bachelor of Sport & Exercise Science with International Foundation (Hons),Social & Behavioural Science,Sport & Exercise Science,Bachelors,Undergraduate,BA (Hons),,4 year,20995.0,EURO,4,bachelor-of-sport-exercise-science-with-international-foundation-hons-4598746,university-of-stirling
University of Stirling,University of Stirling,4598747,Bachelor of Sport Psychology with International Foundation (Hons),Social & Behavioural Science,Sport Psychology,Bachelors,Undergraduate,BA (Hons),,4 year,20995.0,EURO,4,bachelor-of-sport-psychology-with-international-foundation-hons-4598747,university-of-stirling
University of Stirling,University of Stirling,4598748,"International Foundation in Business, Finance, Economics & Marketing",Business & Management,"Business, Finance, Economics & Marketing",Foundation,Undergraduate,Fdn,,1 year,20995.0,EURO,4,international-foundation-in-business-finance-economics-marketing-4598748,university-of-stirling
University of Stirling,University of Stirling,4598749,"International Foundation in Business, Finance, Economics & Marketing",Social & Behavioural Science,"Business, Finance, Economics & Marketing",Foundation,Undergraduate,Fdn,,1 year,20995.0,EURO,4,international-foundation-in-business-finance-economics-marketing-4598749,university-of-stirling
University of Stirling,University of Stirling,4598750,"International Foundation in Media, Humanities & Social Sciences",Arts & Humanities,"Media, Humanities & Social Sciences",Foundation,Undergraduate,Fdn,,1 year,20995.0,EURO,4,international-foundation-in-media-humanities-social-sciences-4598750,university-of-stirling
University of Stirling,University of Stirling,4598751,"International Foundation in Media, Humanities & Social Sciences",Social & Behavioural Science,"Media, Humanities & Social Sciences",Foundation,Undergraduate,Fdn,,1 year,20995.0,EURO,4,international-foundation-in-media-humanities-social-sciences-4598751,university-of-stirling
University of Stirling,University of Stirling,4598752,International Foundation in Nursing,Health & Medicine,Nursing,Foundation,Undergraduate,Fdn,,4 year,20995.0,EURO,4,international-foundation-in-nursing-4598752,university-of-stirling
University of Stirling,University of Stirling,4598753,"International Foundation in Science, Sport, Computing & Engineering",Social & Behavioural Science,"Science, Sport, Computing & Engineering",Foundation,Undergraduate,Fdn,,1 year,20995.0,EURO,4,international-foundation-in-science-sport-computing-engineering-4598753,university-of-stirling
University of Stirling,University of Stirling,4598754,"International Foundation in Science, Sport, Computing & Engineering",Computer & IT,"Science, Sport, Computing & Engineering",Foundation,Undergraduate,Fdn,,1 year,20995.0,EURO,4,international-foundation-in-science-sport-computing-engineering-4598754,university-of-stirling
University of Stirling,University of Stirling,4598755,"International Foundation in Science, Sport, Computing & Engineering",Engineering & Technology,"Science, Sport, Computing & Engineering",Foundation,Undergraduate,Fdn,,1 year,20995.0,EURO,4,international-foundation-in-science-sport-computing-engineering-4598755,university-of-stirling
University of Stirling,University of Stirling,4598756,Bachelor of Accounting with International Year Two (Hons),Business & Management,Accounting,Bachelors,Undergraduate,BA (Hons),,2 year,18245.0,EURO,4,bachelor-of-accounting-with-international-year-two-hons-4598756,university-of-stirling
University of Stirling,University of Stirling,4598757,Bachelor of Business Studies & Finance with International Year Two (Hons),Business & Management,Business Studies & Finance,Bachelors,Undergraduate,BA (Hons),,2 year,18245.0,EURO,4,bachelor-of-business-studies-finance-with-international-year-two-hons-4598757,university-of-stirling
University of Stirling,University of Stirling,4598758,Bachelor of Business Studies & Marketing with International Year Two (Hons),Business & Management,Business Studies & Marketing,Bachelors,Undergraduate,BA (Hons),,2 year,18245.0,EURO,4,bachelor-of-business-studies-marketing-with-international-year-two-hons-4598758,university-of-stirling
University of Stirling,University of Stirling,4598759,Bachelor of Business Studies with International Year Two (Hons),Business & Management,Business Studies,Bachelors,Undergraduate,BA (Hons),,2 year,18245.0,EURO,4,bachelor-of-business-studies-with-international-year-two-hons-4598759,university-of-stirling
University of Stirling,University of Stirling,4598760,Bachelor of Film & Media with International Year Two (Hons),Arts & Humanities,Film & Media,Bachelors,Undergraduate,BA (Hons),,2 year,18245.0,EURO,4,bachelor-of-film-media-with-international-year-two-hons-4598760,university-of-stirling
University of Stirling,University of Stirling,4598761,Bachelor of Finance & Investment with International Year Two (Hons),Business & Management,Finance & Investment,Bachelors,Undergraduate,BA (Hons),,2 year,18245.0,EURO,4,bachelor-of-finance-investment-with-international-year-two-hons-4598761,university-of-stirling
University of Stirling,University of Stirling,4598762,Bachelor of Marketing with International Year Two (Hons),Business & Management,Marketing,Bachelors,Undergraduate,BA (Hons),,2 year,18245.0,EURO,4,bachelor-of-marketing-with-international-year-two-hons-4598762,university-of-stirling
University of Stirling,University of Stirling,4598763,Bachelor of Retail Marketing with International Year Two (Hons),Business & Management,Retail Marketing,Bachelors,Undergraduate,BA (Hons),,2 year,18245.0,EURO,4,bachelor-of-retail-marketing-with-international-year-two-hons-4598763,university-of-stirling
University of Stirling,University of Stirling,4598764,Bachelor of Biology with International Year Two (Hons),Life Sciences,Biology,Bachelors,Undergraduate,BA (Hons),,2 year,18245.0,EURO,4,bachelor-of-biology-with-international-year-two-hons-4598764,university-of-stirling
University of Stirling,University of Stirling,4598765,Bachelor of Computing Science with International Year Two (Hons),Computer & IT,Computing Science,Bachelors,Undergraduate,BSc (Hons),,2 year,18245.0,EURO,4,bachelor-of-computing-science-with-international-year-two-hons-4598765,university-of-stirling
University of Stirling,University of Stirling,4598766,Bachelor of Data Science & Artificial Intelligence with International Year Two (Hons),Computer & IT,Data Science & Artificial Intelligence,Bachelors,Undergraduate,BSc (Hons),,2 year,18245.0,EURO,4,bachelor-of-data-science-artificial-intelligence-with-international-year-two-hons-4598766,university-of-stirling
University of Stirling,University of Stirling,4598767,Bachelor of Management with International Year Two (Hons),Business & Management,Management,Bachelors,Undergraduate,BA (Hons),,2 year,18245.0,EURO,4,bachelor-of-management-with-international-year-two-hons-4598767,university-of-stirling
University of Stirling,University of Stirling,4598768,Bachelor of Psychology with International Year Two (Hons),Social & Behavioural Science,Psychology,Bachelors,Undergraduate,BA (Hons),,2 year,18245.0,EURO,4,bachelor-of-psychology-with-international-year-two-hons-4598768,university-of-stirling
University of Stirling,University of Stirling,4598769,Bachelor of Software Engineering with International Year Two (Hons),Computer & IT,Software Engineering,Bachelors,Undergraduate,BSc (Hons),,2 year,18245.0,EURO,4,bachelor-of-software-engineering-with-international-year-two-hons-4598769,university-of-stirling
University of Stirling,University of Stirling,4598770,Bachelor of Software Engineering with International Year Two (Hons),Engineering & Technology,Software Engineering,Bachelors,Undergraduate,BEng (Hons),,2 year,18245.0,EURO,4,bachelor-of-software-engineering-with-international-year-two-hons-4598770,university-of-stirling
University of Stirling,University of Stirling,4598771,Master of Public Policy with Pre-Master's,Arts & Humanities,Public Policy,Masters,Postgraduate,MA,,2 year,18245.0,EURO,4,master-of-public-policy-with-pre-masters-4598771,university-of-stirling
University of Stirling,University of Stirling,4598772,Master of Aquatic Pathobiology with Pre-Master's,Arts & Humanities,Aquatic Pathobiology,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-aquatic-pathobiology-with-pre-masters-4598772,university-of-stirling
University of Stirling,University of Stirling,4598773,Master of Artificial Intelligence with Pre-Master's,Computer & IT,Artificial Intelligence,Masters,Postgraduate,MSc,,2 year,7745.0,EURO,4,master-of-artificial-intelligence-with-pre-masters-4598773,university-of-stirling
University of Stirling,University of Stirling,4598774,Master of Behavioural Science with Pre-Master's,Social & Behavioural Science,Behavioural Science,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-behavioural-science-with-pre-masters-4598774,university-of-stirling
University of Stirling,University of Stirling,4598775,Master of Big Data with Pre-Master's,Computer & IT,Big Data,Masters,Postgraduate,MSc,,2 year,7745.0,EURO,4,master-of-big-data-with-pre-masters-4598775,university-of-stirling
University of Stirling,University of Stirling,4598776,Master of Business Analytics with Pre-Master's,Business & Management,Business Analytics,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-business-analytics-with-pre-masters-4598776,university-of-stirling
University of Stirling,University of Stirling,4598777,Master of Business Analytics with Pre-Master's,Computer & IT,Business Analytics,Masters,Postgraduate,MSc,,2 year,7745.0,EURO,4,master-of-business-analytics-with-pre-masters-4598777,university-of-stirling
University of Stirling,University of Stirling,4598778,Master of Business & Management with Pre-Master's,Business & Management,Business & Management,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-business-management-with-pre-masters-4598778,university-of-stirling
University of Stirling,University of Stirling,4598779,Master of Criminology with Pre-Master's,Law,Criminology,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-criminology-with-pre-masters-4598779,university-of-stirling
University of Stirling,University of Stirling,4598780,Master of Data Science in Business with Pre-Master's,Computer & IT,Data Science In Business,Masters,Postgraduate,MSc,,2 year,7745.0,EURO,4,master-of-data-science-in-business-with-pre-masters-4598780,university-of-stirling
University of Stirling,University of Stirling,4598781,Master of Data Science in Business with Pre-Master's,Business & Management,Data Science In Business,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-data-science-in-business-with-pre-masters-4598781,university-of-stirling
University of Stirling,University of Stirling,4598782,Master of Digital Banking & Finance with Pre-Master's,Business & Management,Digital Banking & Finance,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-digital-banking-finance-with-pre-masters-4598782,university-of-stirling
University of Stirling,University of Stirling,4598783,Master of Digital Marketing & Brand Management with Pre-Master's,Business & Management,Digital Marketing & Brand Management,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-digital-marketing-brand-management-with-pre-masters-4598783,university-of-stirling
University of Stirling,University of Stirling,4598784,Master of Digital Media & Communication with Pre-Master's,Computer & IT,Digital Media & Communication,Masters,Postgraduate,MSc,,2 year,18245.0,EURO,4,master-of-digital-media-communication-with-pre-masters-4598784,university-of-stirling
University of Stirling,University of Stirling,4598785,Master of English Language & Linguistics with Pre-Master's,Arts & Humanities,English Language & Linguistics,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-english-language-linguistics-with-pre-masters-4598785,university-of-stirling
University of Stirling,University of Stirling,4598786,Master of English Language Teaching & Management with Pre-Master's,Arts & Humanities,English Language Teaching & Management,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-english-language-teaching-management-with-pre-masters-4598786,university-of-stirling
University of Stirling,University of Stirling,4598787,Master of English Language Teaching & Management with Pre-Master's,Business & Management,English Language Teaching & Management,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-english-language-teaching-management-with-pre-masters-4598787,university-of-stirling
University of Stirling,University of Stirling,4598788,Master of Environmental Management with Pre-Master's,Physical Science & Math,Environmental Management,Masters,Postgraduate,MSc,,2 year,7745.0,EURO,4,master-of-environmental-management-with-pre-masters-4598788,university-of-stirling
University of Stirling,University of Stirling,4598789,Master of Environmental Management with Pre-Master's,Business & Management,Environmental Management,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-environmental-management-with-pre-masters-4598789,university-of-stirling
University of Stirling,University of Stirling,4598790,Master of Finance & Data Analytics with Pre-Master's,Business & Management,Finance & Data Analytics,Masters,Postgraduate,MA,,2 year,18245.0,EURO,4,master-of-finance-data-analytics-with-pre-masters-4598790,university-of-stirling
University of Stirling,University of Stirling,4598791,Master of Finance & Data Analytics with Pre-Master's,Computer & IT,Finance & Data Analytics,Masters,Postgraduate,MSc,,2 year,18245.0,EURO,4,master-of-finance-data-analytics-with-pre-masters-4598791,university-of-stirling
University of Stirling,University of Stirling,4598792,Master of Finance & Risk Management with Pre-Master's,Business & Management,Finance & Risk Management,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-finance-risk-management-with-pre-masters-4598792,university-of-stirling
University of Stirling,University of Stirling,4598793,Master of Finance with Pre-Master's,Business & Management,Finance,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-finance-with-pre-masters-4598793,university-of-stirling
University of Stirling,University of Stirling,4598794,Master of Financial Technology in FinTech with Pre-Master's,Business & Management,Financial Technology in FinTech,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-financial-technology-in-fintech-with-pre-masters-4598794,university-of-stirling
University of Stirling,University of Stirling,4598795,Master of Heritage with Pre-Master's,Arts & Humanities,Heritage,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-heritage-with-pre-masters-4598795,university-of-stirling
University of Stirling,University of Stirling,4598796,Master of Human Animal Interaction with Pre-Master's,Life Sciences,Human Animal Interaction,Masters,Postgraduate,MSc,,2 year,7745.0,EURO,4,master-of-human-animal-interaction-with-pre-masters-4598796,university-of-stirling
University of Stirling,University of Stirling,4598797,Master of Human Resource Management with Pre-Master's,Business & Management,Human Resource Management,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-human-resource-management-with-pre-masters-4598797,university-of-stirling
University of Stirling,University of Stirling,4598798,Master of Human Rights & Diplomacy with Pre-Master's,Arts & Humanities,Human Rights,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-human-rights-diplomacy-with-pre-masters-4598798,university-of-stirling
University of Stirling,University of Stirling,4598799,Master of International Accounting & Finance with Pre-Master's,Business & Management,International Accounting & Finance,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-international-accounting-finance-with-pre-masters-4598799,university-of-stirling
University of Stirling,University of Stirling,4598800,Master of International Business with Pre-Master's,Business & Management,International Business,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-international-business-with-pre-masters-4598800,university-of-stirling
University of Stirling,University of Stirling,4598801,Master of International Conflict & Cooperation with Pre-Master's,Business & Management,International Conflict & Cooperation,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-international-conflict-cooperation-with-pre-masters-4598801,university-of-stirling
University of Stirling,University of Stirling,4598802,Master of International Journalism with Pre-Master's,Social & Behavioural Science,International Journalism,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-international-journalism-with-pre-masters-4598802,university-of-stirling
University of Stirling,University of Stirling,4598803,Master of Investment Analysis with Pre-Master's,Business & Management,Investment Analysis,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-investment-analysis-with-pre-masters-4598803,university-of-stirling
University of Stirling,University of Stirling,4598804,Master of Marketing Analytics with Pre-Master's,Business & Management,Marketing Analytics,Masters,Postgraduate,MA,,2 year,18245.0,EURO,4,master-of-marketing-analytics-with-pre-masters-4598804,university-of-stirling
University of Stirling,University of Stirling,4598805,Master of Marketing with Pre-Master's,Business & Management,Marketing,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-marketing-with-pre-masters-4598805,university-of-stirling
University of Stirling,University of Stirling,4598806,Master of Mathematics & Data Science with Pre-Master's,Physical Science & Math,Mathematics & Data Science,Masters,Postgraduate,MSc,,2 year,7745.0,EURO,4,master-of-mathematics-data-science-with-pre-masters-4598806,university-of-stirling
University of Stirling,University of Stirling,4598807,Master of Mathematics & Data Science with Pre-Master's,Computer & IT,Mathematics & Data Science,Masters,Postgraduate,MSc,,2 year,7745.0,EURO,4,master-of-mathematics-data-science-with-pre-masters-4598807,university-of-stirling
University of Stirling,University of Stirling,4598808,Master of Media Management with Pre-Master's,Arts & Humanities,Media Management,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-media-management-with-pre-masters-4598808,university-of-stirling
University of Stirling,University of Stirling,4598809,Master of Media Management with Pre-Master's,Business & Management,Media Management,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-media-management-with-pre-masters-4598809,university-of-stirling
University of Stirling,University of Stirling,4598810,Master of Psychological Research Methods with Pre-Master's,Social & Behavioural Science,Psychological Research Methods,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-psychological-research-methods-with-pre-masters-4598810,university-of-stirling
University of Stirling,University of Stirling,4598811,Master of Psychology in Conversion with Pre-Master's,Social & Behavioural Science,Psychology in Conversion,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-psychology-in-conversion-with-pre-masters-4598811,university-of-stirling
University of Stirling,University of Stirling,4598812,Master of Sport Management with Pre-Master's,Social & Behavioural Science,Sport Management,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-sport-management-with-pre-masters-4598812,university-of-stirling
University of Stirling,University of Stirling,4598813,Master of Strategic Public Relations & Communication Management with Pre-Master's,Arts & Humanities,Strategic Public Relations & Communication Management,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-strategic-public-relations-communication-management-with-pre-masters-4598813,university-of-stirling
University of Stirling,University of Stirling,4598814,Master of Strategic Public Relations & Communication Management with Pre-Master's,Business & Management,Strategic Public Relations & Communication Management,Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-strategic-public-relations-communication-management-with-pre-masters-4598814,university-of-stirling
University of Stirling,University of Stirling,4598815,Master of Sustainable Aquaculture with Pre-Master's,Life Sciences,Sustainable Aquaculture,Masters,Postgraduate,MSc,,2 year,7745.0,EURO,4,master-of-sustainable-aquaculture-with-pre-masters-4598815,university-of-stirling
University of Stirling,University of Stirling,4598816,Master of Teaching English to Speakers of Other Languages (TESOL) with Pre-Master's,Arts & Humanities,Teaching English To Speakers Of Other Languages (Tesol),Masters,Postgraduate,MA,,2 year,7745.0,EURO,4,master-of-teaching-english-to-speakers-of-other-languages-tesol-with-pre-masters-4598816,university-of-stirling
University of Stirling,University of Stirling,4598817,Pre-Master's in English & Study Skills,Arts & Humanities,English & Study Skills,Pre-Masters,Postgraduate,Pre-Masters,,1 year,7745.0,EURO,4,pre-masters-in-english-study-skills-4598817,university-of-stirling
University of Stirling,University of Stirling,4598818,"Pre-Master's in Business, Finance & Sport",Business & Management,"Business, Finance & Sport",Pre-Masters,Postgraduate,Pre-Masters,,1 year,18245.0,EURO,4,pre-masters-in-business-finance-sport-4598818,university-of-stirling
University of Stirling,University of Stirling,4598819,"Pre-Master's in Business, Finance & Sport",Social & Behavioural Science,"Business, Finance & Sport",Pre-Masters,Postgraduate,Pre-Masters,,1 year,18245.0,EURO,4,pre-masters-in-business-finance-sport-4598819,university-of-stirling
University of Stirling,University of Stirling,4598820,"Pre-Master's in Media, Humanities & Social Sciences",Arts & Humanities,"Media, Humanities & Social Sciences",Pre-Masters,Postgraduate,Pre-Masters,,1 year,18245.0,EURO,4,pre-masters-in-media-humanities-social-sciences-4598820,university-of-stirling
University of Stirling,University of Stirling,4598821,"Pre-Master's in Media, Humanities & Social Sciences",Social & Behavioural Science,"Media, Humanities & Social Sciences",Pre-Masters,Postgraduate,Pre-Masters,,1 year,18245.0,EURO,4,pre-masters-in-media-humanities-social-sciences-4598821,university-of-stirling
University of Stirling,University of Stirling,4598822,"Pre-Master's in Science, Computing & Engineering",Computer & IT,"Science, Computing & Engineering",Pre-Masters,Postgraduate,Pre-Masters,,1 year,18245.0,EURO,4,pre-masters-in-science-computing-engineering-4598822,university-of-stirling
University of Stirling,University of Stirling,4598823,"Pre-Master's in Science, Computing & Engineering",Engineering & Technology,"Science, Computing & Engineering",Pre-Masters,Postgraduate,Pre-Masters,,1 year,18245.0,EURO,4,pre-masters-in-science-computing-engineering-4598823,university-of-stirling
Anglia Ruskin University,Anglia Ruskin University,4389741,Bachelor of Acting (Hons),Arts & Humanities,Acting,Bachelors,Undergraduate,BA (Hons),,3 year,16700.0,GBP,4,bachelor-of-acting-hons-4389741,anglia-ruskin-university
Anglia Ruskin University,Anglia Ruskin University,4389742,Bachelor of Acting (Hons) with Placement Year,Arts & Humanities,Acting,Bachelors,Undergraduate,BA (Hons),,4 year,16700.0,GBP,4,bachelor-of-acting-hons-with-placement-year-4389742,anglia-ruskin-university
Anglia Ruskin University,Anglia Ruskin University,4389743,Bachelor of Psychology in Clinical Psychology (Hons) with Foundation Year,Health & Medicine,Clinical Psychology,Foundation,Undergraduate,Fdn,,4 year,17500.0,GBP,4,bachelor-of-psychology-in-clinical-psychology-hons-with-foundation-year-4389743,anglia-ruskin-university
Anglia Ruskin University,Anglia Ruskin University,4389744,Bachelor of Psychology in Clinical Psychology (Hons)  with Placement Year,Health & Medicine,Clinical Psychology,Bachelors,Undergraduate,BSc (Hons),,4 year,17500.0,GBP,4,bachelor-of-psychology-in-clinical-psychology-hons-with-placement-year-4389744,anglia-ruskin-university
Anglia Ruskin University,Anglia Ruskin University,4389745,Bachelor of Psychology with Clinical Psychology  (Hons),Health & Medicine,Clinical Psychology,Bachelors,Undergraduate,BSc (Hons),,3 year,17500.0,GBP,4,bachelor-of-psychology-with-clinical-psychology-hons-4389745,anglia-ruskin-university
Anglia Ruskin University,Anglia Ruskin University,4389746,Bachelor of Computer Networking (Hons),Computer & IT,Computer Networking,Bachelors,Undergraduate,BSc (Hons),,3 year,17500.0,GBP,4,bachelor-of-computer-networking-hons-4389746,anglia-ruskin-university
Anglia Ruskin University,Anglia Ruskin University,4389747,Bachelor of Computer Networking with Foundation & Placement Year (Hons),Computer & IT,Computer Networking,Foundation,Undergraduate,Fdn,,5 year,17500.0,GBP,4,bachelor-of-computer-networking-with-foundation-placement-year-hons-4389747,anglia-ruskin-university
Anglia Ruskin University,Anglia Ruskin University,4389748,Bachelor of Computer Networking with Foundation Year (Hons),Computer & IT,Computer Networking,Foundation,Undergraduate,Fdn,,4 year,17500.0,GBP,4,bachelor-of-computer-networking-with-foundation-year-hons-4389748,anglia-ruskin-university
Anglia Ruskin University,Anglia Ruskin University,4389749,Bachelor of Computer Networking with Placement Year (Hons),Computer & IT,Computer Networking,Bachelors,Undergraduate,BSc (Hons),,4 year,17500.0,GBP,4,bachelor-of-computer-networking-with-placement-year-hons-4389749,anglia-ruskin-university
Anglia Ruskin University,Anglia Ruskin University,4389750,Doctor of Computing & Information Science,Computer & IT,Computing & Information Science,PhD,Postgraduate,PhD,,4 year,15900.0,GBP,4,doctor-of-computing-information-science-4389750,anglia-ruskin-university
Anglia Ruskin University,Anglia Ruskin University,4389751,Master of Philosophy of Computing & Information Science,Computer & IT,Computing & Information Science,Masters by Research,Postgraduate,MPhil,,3 year,15900.0,GBP,4,master-of-philosophy-of-computing-information-science-4389751,anglia-ruskin-university
Anglia Ruskin University,Anglia Ruskin University,4389752,Doctor of Creative Writing,Arts & Humanities,Creative Writing,PhD,Postgraduate,PhD,,4 year,15900.0,GBP,4,doctor-of-creative-writing-4389752,anglia-ruskin-university
Anglia Ruskin University,Anglia Ruskin University,4389753,Master of Philosophy of Creative Writing,Arts & Humanities,Creative Writing,Masters by Research,Postgraduate,MPhil,,3 year,15900.0,GBP,4,master-of-philosophy-of-creative-writing-4389753,anglia-ruskin-university
Anglia Ruskin University,Anglia Ruskin University,4389754,Master of Education with Montessori,Education,Education With Montessori,Masters,Postgraduate,MA,,1 year,16700.0,GBP,4,master-of-education-with-montessori-4389754,anglia-ruskin-university
Anglia Ruskin University,Anglia Ruskin University,4389755,Bachelor of Electronics & Electrical Engineering (Hons),Engineering & Technology,Electronics & Electrical Engineering,Bachelors,Undergraduate,BEng (Hons),,3 year,16700.0,GBP,4,bachelor-of-electronics-electrical-engineering-hons-4389755,anglia-ruskin-university
